MMSI,BaseDateTime,LAT,LON,SOG,COG,VesselName,IMO
200000003,2024-01-01 00:00:00,39.88881198819531,-73.96810978153106,11.395206461000688,254.90612800657638,Vessel_200000003,1000003
200000004,2024-01-01 00:01:00,40.10105152848065,-74.05808781340235,7.374150964109261,66.02562354723618,Vessel_200000004,1000004
200000003,2024-01-01 00:02:00,40.0022221826612,-74.04277929136033,7.340912948908862,350.5519867829253,Vessel_200000003,1000003
200000002,2024-01-01 00:03:00,39.988252449822866,-73.98575353976133,9.826739078862003,168.03464156927276,Vessel_200000002,1000002
200000004,2024-01-01 00:04:00,39.88490064225777,-73.96243019816544,6.996806550405975,246.32388954437647,Vessel_200000004,1000004
200000003,2024-01-01 00:05:00,39.970830625020675,-74.00134972247379,4.711445355220498,12.379867601478622,Vessel_200000003,1000003
200000000,2024-01-01 00:06:00,40.08225449121032,-74.12208436499711,11.044317975023777,196.81570056358066,Vessel_200000000,1000000
200000004,2024-01-01 00:07:00,39.804032987612025,-73.92615334200046,10.856841405949853,31.85730073869102,Vessel_200000004,1000004
200000003,2024-01-01 00:08:00,39.988435171761175,-74.03011036955893,2.6073900481628627,298.34550329469454,Vessel_200000003,1000003
200000001,2024-01-01 00:09:00,39.92801557916053,-73.99035835209698,12.095510527988216,99.35970552811561,Vessel_200000001,1000001
200000004,2024-01-01 00:10:00,40.058212279471306,-73.91122515404066,14.471661650543808,26.65607462427253,Vessel_200000004,1000004
200000001,2024-01-01 00:11:00,40.075499779724474,-74.15081532895475,15.498234878924102,22.88100610296851,Vessel_200000001,1000001
200000004,2024-01-01 00:12:00,40.08125258223942,-73.86437599714291,9.63994939209833,43.053928537788615,Vessel_200000004,1000004
200000002,2024-01-01 00:13:00,40.100353289789204,-73.96386043944916,17.690182832329846,277.54818478364194,Vessel_200000002,1000002
200000002,2024-01-01 00:14:00,39.738025489591024,-73.91780974956248,10.435235341190856,113.1681531874776,Vessel_200000002,1000002
200000003,2024-01-01 00:15:00,39.97009926495341,-74.02196718878375,11.785562857558732,147.73785229282672,Vessel_200000003,1000003
200000002,2024-01-01 00:16:00,40.16229204993414,-73.91762669230249,11.465296228227862,106.42812690157703,Vessel_200000002,1000002
200000004,2024-01-01 00:17:00,40.08966303837109,-73.97428831299437,11.572564479315858,67.1652211989729,Vessel_200000004,1000004
200000002,2024-01-01 00:18:00,39.92259570692535,-74.0359778145292,13.620416257629385,97.96760977846871,Vessel_200000002,1000002
200000002,2024-01-01 00:19:00,39.97442353630411,-73.87262663798604,8.5402366458719,309.86300997228363,Vessel_200000002,1000002
200000002,2024-01-01 00:20:00,39.85846292579496,-74.04206453227654,8.286427417366152,339.4474934085069,Vessel_200000002,1000002
200000000,2024-01-01 00:21:00,39.91977227307784,-74.06627383133782,9.26763596629192,91.40954901636408,Vessel_200000000,1000000
200000003,2024-01-01 00:22:00,39.998144919548835,-74.16735046219902,4.637340827821712,13.279301047631806,Vessel_200000003,1000003
200000000,2024-01-01 00:23:00,39.90074138205968,-74.0064378050801,11.724511675223642,11.89826384419742,Vessel_200000000,1000000
200000000,2024-01-01 00:24:00,40.143351548728994,-73.89342062914507,2.493795708193556,199.04151206567806,Vessel_200000000,1000000
200000003,2024-01-01 00:25:00,40.14803285611722,-74.02143244832563,6.554028947678774,87.17757777987332,Vessel_200000003,1000003
200000004,2024-01-01 00:26:00,40.14052053058782,-73.86076742465082,5.5967959073511535,300.7088984121257,Vessel_200000004,1000004
200000003,2024-01-01 00:27:00,40.007689494858454,-73.80661601990718,10.404854029722834,309.00916973293914,Vessel_200000003,1000003
200000003,2024-01-01 00:28:00,39.84493365689339,-73.9931437025194,4.688481431369476,248.73758571688774,Vessel_200000003,1000003
